index,clean,noisy,filtered
0,0.0,0.3,-0.09999999999999994
1,0.19509032201612825,-0.10490967798387174,0.29259125146040604
2,0.3826834323650898,0.6826834323650898,0.2777813291336067
3,0.5555702330196022,0.2555702330196022,0.6484534821904132
4,0.7071067811865475,1.0071067811865475,0.5980488755028983
5,0.8314696123025452,0.5314696123025453,0.9208186420001265
6,0.9238795325112867,1.2238795325112868,0.8120448084056875
7,0.9807852804032304,0.6807852804032304,1.0682216043048391
8,1.0,1.3,0.887190186935487
9,0.9807852804032304,0.6807852804032304,1.0682216043048391
10,0.9238795325112867,1.2238795325112868,0.8120448084056875
11,0.8314696123025455,0.5314696123025455,0.9208186420001265
12,0.7071067811865476,1.0071067811865475,0.5980488755028984
13,0.5555702330196022,0.2555702330196022,0.6484534821904132
14,0.3826834323650899,0.6826834323650899,0.2777813291336069
15,0.1950903220161286,-0.10490967798387138,0.2925912514604062
16,1.2246467991473532e-16,0.3000000000000001,-0.09999999999999987
17,-0.19509032201612836,-0.49509032201612835,-0.09259125146040598
18,-0.38268343236508967,-0.08268343236508968,-0.47778132913360666
19,-0.555570233019602,-0.855570233019602,-0.4484534821904131
20,-0.7071067811865475,-0.4071067811865475,-0.7980488755028983
21,-0.8314696123025452,-1.1314696123025452,-0.7208186420001264
22,-0.9238795325112865,-0.6238795325112865,-1.0120448084056874
23,-0.9807852804032303,-1.2807852804032303,-0.8682216043048389
24,-1.0,-0.7,-1.087190186935487
25,-0.9807852804032304,-1.2807852804032305,-0.8682216043048391
26,-0.9238795325112866,-0.6238795325112867,-1.0120448084056874
27,-0.8314696123025455,-1.1314696123025454,-0.7208186420001267
28,-0.7071067811865477,-0.4071067811865477,-0.7980488755028984
29,-0.5555702330196022,-0.8555702330196022,-0.4484534821904134
30,-0.3826834323650904,-0.0826834323650904,-0.4777813291336071
31,-0.19509032201612872,-0.4950903220161287,-0.09259125146040643
32,-2.4492935982947064e-16,0.29999999999999977,-0.10000000000000021
33,0.19509032201612825,-0.10490967798387174,0.29259125146040593
34,0.38268343236508995,0.6826834323650899,0.27778132913360665
35,0.5555702330196018,0.25557023301960186,0.648453482190413
36,0.7071067811865474,1.0071067811865473,0.5980488755028982
37,0.8314696123025452,0.5314696123025453,0.9208186420001264
38,0.9238795325112865,1.2238795325112866,0.8120448084056875
39,0.9807852804032303,0.6807852804032304,1.0682216043048391
40,1.0,1.3,0.887190186935487
41,0.9807852804032307,0.6807852804032306,1.0682216043048391
42,0.9238795325112867,1.2238795325112868,0.8120448084056876
43,0.8314696123025456,0.5314696123025455,0.9208186420001269
44,0.7071067811865483,1.0071067811865484,0.5980488755028988
45,0.5555702330196023,0.2555702330196023,0.6484534821904138
46,0.3826834323650905,0.6826834323650905,0.2777813291336069
47,0.19509032201612797,-0.10490967798387202,0.2925912514604063
48,3.6739403974420594e-16,0.3000000000000004,-0.09999999999999963
49,-0.19509032201612725,-0.49509032201612724,-0.09259125146040557
50,-0.38268343236508984,-0.08268343236508985,-0.4777813291336063
51,-0.5555702330196017,-0.8555702330196018,-0.44845348219041314
52,-0.7071067811865479,-0.4071067811865479,-0.7980488755028983
53,-0.8314696123025451,-1.1314696123025452,-0.7208186420001265
54,-0.9238795325112864,-0.6238795325112865,-1.0120448084056874
55,-0.9807852804032305,-1.2807852804032305,-0.8682216043048389
56,-1.0,-0.7,-1.087190186935487
57,-0.9807852804032307,-1.2807852804032307,-0.8682216043048392
58,-0.9238795325112867,-0.6238795325112867,-1.0120448084056877
59,-0.8314696123025456,-1.1314696123025456,-0.7208186420001269
60,-0.7071067811865485,-0.40710678118654847,-0.7980488755028988
61,-0.5555702330196024,-0.8555702330196024,-0.44845348219041387
62,-0.3826834323650906,-0.08268343236509063,-0.47778132913360705
63,-0.19509032201612808,-0.49509032201612807,-0.09259125146040624
