index,clean,noisy,filtered
0,0.0,0.3,0.3
1,0.19509032201612825,-0.10490967798387174,-0.10490967798387174
2,0.3826834323650898,0.6826834323650898,0.6826834323650898
3,0.5555702330196022,0.2555702330196022,0.2555702330196022
4,0.7071067811865475,1.0071067811865475,1.0071067811865475
5,0.8314696123025452,0.5314696123025453,0.5314696123025453
6,0.9238795325112867,1.2238795325112868,1.2238795325112868
7,0.9807852804032304,0.6807852804032304,0.6807852804032304
8,1.0,1.3,1.3
9,0.9807852804032304,0.6807852804032304,0.6807852804032304
10,0.9238795325112867,1.2238795325112868,1.2238795325112868
11,0.8314696123025455,0.5314696123025455,0.5314696123025455
12,0.7071067811865476,1.0071067811865475,1.0071067811865475
13,0.5555702330196022,0.2555702330196022,0.2555702330196022
14,0.3826834323650899,0.6826834323650899,0.6826834323650899
15,0.1950903220161286,-0.10490967798387138,-0.10490967798387138
16,1.2246467991473532e-16,0.3000000000000001,0.3000000000000001
17,-0.19509032201612836,-0.49509032201612835,-0.49509032201612835
18,-0.38268343236508967,-0.08268343236508968,-0.08268343236508968
19,-0.555570233019602,-0.855570233019602,-0.855570233019602
20,-0.7071067811865475,-0.4071067811865475,-0.4071067811865475
21,-0.8314696123025452,-1.1314696123025452,-1.1314696123025452
22,-0.9238795325112865,-0.6238795325112865,-0.6238795325112865
23,-0.9807852804032303,-1.2807852804032303,-1.2807852804032303
24,-1.0,-0.7,-0.7
25,-0.9807852804032304,-1.2807852804032305,-1.2807852804032305
26,-0.9238795325112866,-0.6238795325112867,-0.6238795325112867
27,-0.8314696123025455,-1.1314696123025454,-1.1314696123025454
28,-0.7071067811865477,-0.4071067811865477,-0.4071067811865477
29,-0.5555702330196022,-0.8555702330196022,-0.8555702330196022
30,-0.3826834323650904,-0.0826834323650904,-0.0826834323650904
31,-0.19509032201612872,-0.4950903220161287,-0.4950903220161287
32,-2.4492935982947064e-16,0.29999999999999977,0.29999999999999977
33,0.19509032201612825,-0.10490967798387174,-0.10490967798387174
34,0.38268343236508995,0.6826834323650899,0.6826834323650899
35,0.5555702330196018,0.25557023301960186,0.25557023301960186
36,0.7071067811865474,1.0071067811865473,1.0071067811865473
37,0.8314696123025452,0.5314696123025453,0.5314696123025453
38,0.9238795325112865,1.2238795325112866,1.2238795325112866
39,0.9807852804032303,0.6807852804032304,0.6807852804032304
40,1.0,1.3,1.3
41,0.9807852804032307,0.6807852804032306,0.6807852804032306
42,0.9238795325112867,1.2238795325112868,1.2238795325112868
43,0.8314696123025456,0.5314696123025455,0.5314696123025455
44,0.7071067811865483,1.0071067811865484,1.0071067811865484
45,0.5555702330196023,0.2555702330196023,0.2555702330196023
46,0.3826834323650905,0.6826834323650905,0.6826834323650905
47,0.19509032201612797,-0.10490967798387202,-0.10490967798387202
48,3.6739403974420594e-16,0.3000000000000004,0.3000000000000004
49,-0.19509032201612725,-0.49509032201612724,-0.49509032201612724
50,-0.38268343236508984,-0.08268343236508985,-0.08268343236508985
51,-0.5555702330196017,-0.8555702330196018,-0.8555702330196018
52,-0.7071067811865479,-0.4071067811865479,-0.4071067811865479
53,-0.8314696123025451,-1.1314696123025452,-1.1314696123025452
54,-0.9238795325112864,-0.6238795325112865,-0.6238795325112865
55,-0.9807852804032305,-1.2807852804032305,-1.2807852804032305
56,-1.0,-0.7,-0.7
57,-0.9807852804032307,-1.2807852804032307,-1.2807852804032307
58,-0.9238795325112867,-0.6238795325112867,-0.6238795325112867
59,-0.8314696123025456,-1.1314696123025456,-1.1314696123025456
60,-0.7071067811865485,-0.40710678118654847,-0.40710678118654847
61,-0.5555702330196024,-0.8555702330196024,-0.8555702330196024
62,-0.3826834323650906,-0.08268343236509063,-0.08268343236509063
63,-0.19509032201612808,-0.49509032201612807,-0.49509032201612807
